project_id,state,district,project_type,current_stage,current_stage_index,project_age_days,total_parcels,completed_parcels,total_area,documentation_completeness,legal_dispute,ownership_conflict,compensation_pending_days,pending_approvals,inter_dept_dependency,rr_delay_days,previous_stage_delay_days,number_of_delayed_stages,target_delayed,target_delay_days
LA-1965,Madhya Pradesh,Sagar,Power Transmission,Project Initiation,0,581,166,10,120.57,79.0,0,0,4,2,0,28,0,0,0,0
LA-1966,Maharashtra,Aurangabad,Pipeline Project,Preliminary Notification,2,727,235,235,41.1,49.2,1,1,165,4,1,57,10,0,1,130
LA-1967,Maharashtra,Kolhapur,Mining Development,Project Initiation,0,541,79,57,30.72,100.0,0,1,74,2,1,29,0,0,1,51
LA-1968,Rajasthan,Jaipur,Highway Construction,Project Initiation,0,94,423,136,74.22,75.6,1,0,101,0,0,56,0,0,1,102
LA-1969,Maharashtra,Kolhapur,Industrial Corridor,Ownership Verification,4,596,104,10,79.06,78.1,0,1,70,1,0,0,45,1,1,84
LA-1970,Odisha,Bhubaneswar,Highway Construction,Objection and Legal Review,5,33,15,10,108.5,91.8,0,1,43,2,0,30,44,2,1,65
LA-1971,Maharashtra,Nashik,Highway Construction,Survey and Verification,3,692,56,33,100.01,65.6,0,0,22,2,0,0,13,0,0,0
LA-1972,Uttar Pradesh,Meerut,Pipeline Project,Survey and Verification,3,72,86,65,97.41,45.5,1,0,86,3,0,0,12,0,1,69
LA-1973,Madhya Pradesh,Jabalpur,Mining Development,Project Initiation,0,598,416,227,148.04,56.6,0,1,79,2,0,2,0,0,1,62
LA-1974,Madhya Pradesh,Jabalpur,Defense Installation,R&R and Rehabilitation,8,53,394,394,92.45,77.4,1,1,141,0,0,0,7,4,1,174
LA-1975,Uttar Pradesh,Meerut,Urban Infrastructure,Ownership Verification,4,150,54,39,135.68,90.8,0,0,4,0,0,0,0,0,0,0
LA-1976,Rajasthan,Udaipur,Railway Expansion,Compensation Disbursement,7,653,420,396,176.93,57.2,0,0,5,4,1,4,0,0,1,15
LA-1977,Karnataka,Dharwad,Urban Infrastructure,Objection and Legal Review,5,302,6,4,211.22,89.3,0,0,1,1,0,0,0,0,0,0
LA-1978,Uttar Pradesh,Varanasi,Highway Construction,Project Initiation,0,757,113,31,206.91,44.1,0,1,51,4,1,0,0,0,1,67
LA-1979,Madhya Pradesh,Indore,Mining Development,Ownership Verification,4,655,74,53,235.43,68.4,1,0,116,2,1,25,60,0,1,136
LA-1980,Uttar Pradesh,Lucknow,Pipeline Project,Land Identification,1,97,437,266,116.22,67.3,1,1,79,1,0,0,7,0,1,36
LA-1981,Uttar Pradesh,Agra,Defense Installation,Preliminary Notification,2,112,21,1,148.62,81.9,0,0,26,0,0,18,0,0,0,0
LA-1982,Karnataka,Bengaluru,Highway Construction,Survey and Verification,3,525,413,120,148.48,80.9,1,0,78,1,0,0,42,0,1,99
LA-1983,Uttar Pradesh,Agra,Power Transmission,R&R and Rehabilitation,8,315,417,95,78.06,100.0,0,0,30,1,0,0,88,0,0,0
LA-1984,Odisha,Bhubaneswar,Highway Construction,Survey and Verification,3,294,114,103,242.72,79.0,0,0,12,2,0,0,5,0,0,0
LA-1985,Gujarat,Vadodara,Mining Development,Ownership Verification,4,812,234,130,48.84,53.6,0,0,16,3,0,1,19,0,0,0
LA-1986,Uttar Pradesh,Kanpur,Mining Development,Preliminary Notification,2,545,422,224,111.36,65.8,1,1,125,2,1,0,0,0,1,123
LA-1987,Madhya Pradesh,Gwalior,Urban Infrastructure,Compensation Disbursement,7,111,56,56,115.94,70.1,1,1,114,1,0,15,57,4,1,115
LA-1988,Karnataka,Bengaluru,Dam / Irrigation,Preliminary Notification,2,366,475,176,58.84,97.8,0,0,21,2,0,22,0,0,0,0
LA-1989,Karnataka,Bengaluru,Dam / Irrigation,Objection and Legal Review,5,30,393,206,203.21,44.0,0,0,25,3,1,0,2,0,1,20
LA-1990,Maharashtra,Aurangabad,Industrial Corridor,Objection and Legal Review,5,766,229,102,123.33,100.0,0,0,14,0,0,20,0,0,0,0
LA-1991,Odisha,Sambalpur,Industrial Corridor,Land Identification,1,894,9,7,169.55,98.7,1,1,85,0,0,0,16,0,1,87
LA-1992,Karnataka,Belagavi,Railway Expansion,Ownership Verification,4,33,177,159,43.98,79.2,1,1,104,4,1,16,0,1,1,92
LA-1993,Uttar Pradesh,Allahabad,Urban Infrastructure,Compensation Assessment,6,180,229,116,174.02,100.0,1,1,87,6,1,31,0,3,1,68
LA-1994,Rajasthan,Bikaner,Industrial Corridor,Project Initiation,0,708,256,28,211.7,81.8,0,1,40,3,0,0,0,0,1,43
LA-1995,Karnataka,Hubli,Highway Construction,Land Identification,1,104,326,214,47.1,93.1,0,0,12,0,0,5,0,0,0,0
LA-1996,Rajasthan,Jodhpur,Industrial Corridor,Compensation Assessment,6,345,134,134,61.12,72.8,1,0,43,6,1,0,35,2,1,82
LA-1997,Gujarat,Rajkot,Pipeline Project,Objection and Legal Review,5,255,170,165,22.39,88.9,0,1,73,3,0,0,0,1,1,66
LA-1998,Uttar Pradesh,Agra,Defense Installation,Preliminary Notification,2,77,135,116,115.75,51.2,0,1,20,0,0,0,0,0,1,50
LA-1999,Rajasthan,Jaipur,Pipeline Project,Land Identification,1,147,39,7,196.53,95.9,0,1,72,1,0,30,11,0,1,45
LA-2000,Maharashtra,Kolhapur,Urban Infrastructure,Land Identification,1,609,245,82,42.29,72.8,1,1,117,6,1,62,16,0,1,84
LA-2001,Karnataka,Bengaluru,Urban Infrastructure,Preliminary Notification,2,272,416,137,220.58,51.6,0,0,19,4,1,0,2,0,1,24
LA-2002,Madhya Pradesh,Indore,Dam / Irrigation,Preliminary Notification,2,769,344,66,236.41,62.4,0,0,19,2,1,9,0,0,1,20
LA-2003,Uttar Pradesh,Varanasi,Power Transmission,Objection and Legal Review,5,700,10,3,183.83,84.3,0,0,30,4,1,30,6,0,0,0
LA-2004,Rajasthan,Jaipur,Industrial Corridor,Land Identification,1,81,104,104,33.1,77.2,0,1,34,5,1,22,21,0,1,20
LA-2005,Gujarat,Vadodara,Defense Installation,Compensation Disbursement,7,231,398,261,40.89,100.0,0,1,48,2,1,0,0,3,1,96
LA-2006,Odisha,Bhubaneswar,Pipeline Project,Survey and Verification,3,335,131,125,210.62,96.6,0,0,23,2,0,30,15,0,0,0
LA-2007,Maharashtra,Thane,Defense Installation,Project Initiation,0,431,192,15,242.23,48.6,0,1,44,0,0,15,0,0,1,66
LA-2008,Gujarat,Ahmedabad,Defense Installation,Project Initiation,0,269,151,104,75.48,49.0,0,0,12,5,1,11,0,0,0,0
LA-2009,Maharashtra,Nagpur,Defense Installation,Final Acquisition,9,430,237,193,96.64,100.0,0,0,0,4,1,9,0,0,0,0
LA-2010,Gujarat,Ahmedabad,Railway Expansion,R&R and Rehabilitation,8,332,141,75,128.91,95.6,0,0,30,2,0,0,0,0,0,0
LA-2011,Madhya Pradesh,Sagar,Highway Construction,Survey and Verification,3,576,48,18,95.38,77.9,0,0,13,5,1,4,0,0,0,0
LA-2012,Rajasthan,Jodhpur,Mining Development,Objection and Legal Review,5,376,277,171,237.33,94.7,0,0,30,2,1,5,0,0,0,0
LA-2013,Odisha,Bhubaneswar,Industrial Corridor,Objection and Legal Review,5,109,474,205,125.1,100.0,0,0,23,3,0,8,10,0,0,0
LA-2014,Odisha,Sambalpur,Defense Installation,Survey and Verification,3,630,228,83,214.38,75.2,0,0,10,1,0,0,0,0,0,0
LA-2015,Gujarat,Rajkot,Mining Development,Objection and Legal Review,5,421,49,33,100.08,88.3,1,1,115,5,1,32,13,2,1,108
LA-2016,Gujarat,Rajkot,Power Transmission,Objection and Legal Review,5,894,67,55,249.43,65.1,1,0,82,3,0,29,29,1,1,60
LA-2017,Rajasthan,Jodhpur,Defense Installation,Compensation Assessment,6,866,20,20,133.77,62.7,0,1,43,0,0,14,41,2,1,67
LA-2018,Madhya Pradesh,Gwalior,Dam / Irrigation,Survey and Verification,3,175,383,327,226.51,88.7,0,0,10,2,0,5,0,0,0,0
LA-2019,Odisha,Sambalpur,Power Transmission,Objection and Legal Review,5,303,468,97,111.46,96.6,1,0,28,1,0,65,0,1,0,0
LA-2020,Gujarat,Bhavnagar,Urban Infrastructure,Preliminary Notification,2,446,337,187,130.03,88.9,1,1,102,4,1,0,20,0,1,93
LA-2021,Odisha,Cuttack,Dam / Irrigation,Land Identification,1,97,275,208,123.85,76.3,0,0,9,3,1,7,4,0,0,0
LA-2022,Rajasthan,Jaipur,Industrial Corridor,Final Acquisition,9,154,299,153,196.13,90.0,0,0,23,1,0,0,63,0,0,0
LA-2023,Uttar Pradesh,Agra,Urban Infrastructure,Survey and Verification,3,660,313,183,91.22,59.2,0,0,20,4,1,22,20,0,1,13
LA-2024,Odisha,Cuttack,Urban Infrastructure,Compensation Disbursement,7,260,200,169,10.12,86.6,1,1,116,2,1,15,52,4,1,123
LA-2025,Uttar Pradesh,Allahabad,Mining Development,Possession and Handover,10,257,477,256,214.95,100.0,0,0,15,3,0,0,0,0,0,0
LA-2026,Odisha,Sambalpur,Pipeline Project,Project Initiation,0,235,391,391,152.05,68.4,1,1,84,0,0,50,0,0,1,138
LA-2027,Odisha,Berhampur,Dam / Irrigation,Preliminary Notification,2,764,113,60,97.71,100.0,0,0,1,2,0,12,0,0,0,0
LA-2028,Odisha,Sambalpur,Industrial Corridor,Survey and Verification,3,98,400,351,37.55,87.5,1,1,76,2,0,67,7,0,1,110
LA-2029,Gujarat,Bhavnagar,Highway Construction,Objection and Legal Review,5,550,28,21,90.7,99.4,0,0,15,4,1,0,0,0,0,0
LA-2030,Rajasthan,Bikaner,Railway Expansion,Objection and Legal Review,5,407,113,28,147.94,89.0,0,1,82,6,1,10,11,2,1,91
LA-2031,Rajasthan,Jaipur,Pipeline Project,Land Identification,1,852,42,40,188.1,91.8,1,1,158,3,1,21,7,0,1,176
LA-2032,Madhya Pradesh,Ujjain,Pipeline Project,Survey and Verification,3,445,72,57,109.74,76.0,0,1,59,1,0,28,36,0,1,71
LA-2033,Uttar Pradesh,Allahabad,Mining Development,Ownership Verification,4,577,64,16,95.87,63.2,0,0,20,1,0,21,0,0,0,0
LA-2034,Uttar Pradesh,Agra,Highway Construction,Land Identification,1,554,253,173,71.06,67.1,0,0,3,2,1,18,0,0,0,0
LA-2035,Karnataka,Mangaluru,Power Transmission,Compensation Assessment,6,521,477,161,105.24,87.8,0,1,74,3,0,24,30,2,1,52
LA-2036,Karnataka,Bengaluru,Power Transmission,Compensation Assessment,6,368,45,41,162.69,92.9,1,1,66,3,0,0,75,3,1,94
LA-2037,Rajasthan,Jaipur,Urban Infrastructure,Survey and Verification,3,637,441,307,78.85,70.0,1,0,56,0,0,50,3,0,1,104
LA-2038,Odisha,Berhampur,Urban Infrastructure,Survey and Verification,3,656,136,97,76.69,50.1,0,0,8,5,1,27,16,0,1,20
LA-2039,Madhya Pradesh,Ujjain,Industrial Corridor,Survey and Verification,3,801,140,68,4.79,98.1,0,0,18,3,0,14,0,0,0,0
LA-2040,Karnataka,Belagavi,Dam / Irrigation,Survey and Verification,3,179,56,15,62.67,47.8,0,1,68,2,0,23,4,0,1,74
LA-2041,Odisha,Berhampur,Pipeline Project,Survey and Verification,3,162,327,170,84.5,92.3,0,0,27,2,0,16,2,0,0,0
LA-2042,Odisha,Berhampur,Dam / Irrigation,Survey and Verification,3,826,426,426,218.72,91.5,1,1,86,0,0,72,24,0,1,77
LA-2043,Odisha,Sambalpur,Urban Infrastructure,Possession and Handover,10,432,417,0,20.18,70.0,0,0,18,3,0,10,16,0,0,0
LA-2044,Maharashtra,Aurangabad,Urban Infrastructure,Objection and Legal Review,5,595,85,40,233.23,76.4,1,1,69,3,0,73,26,2,1,85
LA-2045,Uttar Pradesh,Varanasi,Power Transmission,Project Initiation,0,217,287,230,197.97,80.8,1,1,130,0,0,0,0,0,1,142
LA-2046,Rajasthan,Ajmer,Power Transmission,Land Identification,1,420,101,86,210.45,82.9,0,1,58,5,1,0,0,0,1,50
LA-2047,Odisha,Rourkela,Highway Construction,Preliminary Notification,2,197,324,243,198.41,100.0,0,1,36,1,0,14,18,0,1,45
LA-2048,Gujarat,Gandhinagar,Railway Expansion,Objection and Legal Review,5,250,77,51,87.17,82.7,1,1,117,3,0,58,17,2,1,119
LA-2049,Uttar Pradesh,Allahabad,Urban Infrastructure,Ownership Verification,4,245,474,356,32.2,78.3,0,1,68,5,1,24,25,1,1,24
LA-2050,Odisha,Berhampur,Highway Construction,Project Initiation,0,123,421,346,207.92,93.2,0,0,9,2,1,0,0,0,0,0
LA-2051,Karnataka,Belagavi,Pipeline Project,Land Identification,1,777,478,274,160.13,83.4,0,0,8,1,0,13,0,0,0,0
LA-2052,Rajasthan,Ajmer,Pipeline Project,Objection and Legal Review,5,187,369,217,185.0,86.9,0,1,63,2,0,1,0,2,1,83
LA-2053,Rajasthan,Kota,Railway Expansion,Objection and Legal Review,5,843,442,135,12.85,95.6,1,1,145,2,1,26,0,2,1,97
LA-2054,Karnataka,Mysuru,Dam / Irrigation,Land Identification,1,390,94,76,97.26,100.0,0,0,28,1,1,28,9,0,0,0
LA-2055,Uttar Pradesh,Agra,Industrial Corridor,Objection and Legal Review,5,600,455,111,48.49,71.7,0,0,12,5,1,21,2,0,0,0
LA-2056,Rajasthan,Bikaner,Highway Construction,Ownership Verification,4,738,265,13,3.43,70.5,0,0,0,3,0,0,0,0,0,0
LA-2057,Gujarat,Ahmedabad,Dam / Irrigation,Survey and Verification,3,40,259,149,45.82,97.8,0,0,27,3,0,10,0,0,0,0
LA-2058,Gujarat,Bhavnagar,Industrial Corridor,Preliminary Notification,2,193,295,229,221.51,100.0,0,0,15,3,1,0,0,0,0,0
LA-2059,Uttar Pradesh,Meerut,Railway Expansion,Land Identification,1,175,116,114,79.29,85.5,0,0,9,3,0,3,0,0,0,0
LA-2060,Karnataka,Dharwad,Defense Installation,Ownership Verification,4,268,26,12,165.98,63.5,0,0,23,1,0,0,7,0,0,0
LA-2061,Madhya Pradesh,Ujjain,Highway Construction,Ownership Verification,4,691,424,201,160.77,74.0,0,1,44,2,1,1,1,0,1,76
LA-2062,Odisha,Cuttack,Railway Expansion,Compensation Assessment,6,411,276,116,15.09,81.9,1,0,102,0,0,57,0,2,1,125
LA-2063,Odisha,Bhubaneswar,Highway Construction,R&R and Rehabilitation,8,843,402,269,184.32,79.9,0,0,14,2,0,0,0,0,0,0
LA-2064,Odisha,Sambalpur,Power Transmission,Land Identification,1,823,96,96,19.24,93.8,0,0,21,1,0,5,8,0,0,0
LA-2065,Maharashtra,Nashik,Power Transmission,R&R and Rehabilitation,8,197,51,7,118.03,96.0,0,0,23,0,0,15,7,0,0,0
LA-2066,Odisha,Sambalpur,Power Transmission,Project Initiation,0,619,221,41,186.41,75.1,1,0,93,3,1,0,0,0,1,104
LA-2067,Rajasthan,Bikaner,Dam / Irrigation,Project Initiation,0,582,130,130,137.68,82.0,0,0,10,3,1,20,0,0,0,0
LA-2068,Maharashtra,Aurangabad,Mining Development,Project Initiation,0,735,278,240,174.53,91.9,0,0,1,3,0,0,0,0,0,0
LA-2069,Gujarat,Surat,Industrial Corridor,Compensation Assessment,6,211,213,0,225.08,99.1,0,0,19,3,1,0,14,0,0,0
LA-2070,Maharashtra,Kolhapur,Mining Development,Ownership Verification,4,860,84,47,166.12,90.1,0,0,7,1,1,13,8,0,0,0
LA-2071,Rajasthan,Bikaner,Dam / Irrigation,Compensation Disbursement,7,131,171,84,177.21,70.3,0,0,28,3,0,5,0,0,0,0
LA-2072,Maharashtra,Nagpur,Pipeline Project,Project Initiation,0,534,443,206,192.7,39.3,0,1,63,0,0,5,0,0,1,76
LA-2073,Gujarat,Ahmedabad,Pipeline Project,Survey and Verification,3,545,96,32,183.74,99.7,0,0,17,3,0,20,0,0,0,0
LA-2074,Karnataka,Mysuru,Defense Installation,Objection and Legal Review,5,415,109,49,77.36,85.0,0,0,5,3,0,19,3,0,0,0
LA-2075,Rajasthan,Udaipur,Urban Infrastructure,Preliminary Notification,2,258,142,57,157.04,80.9,0,0,14,3,0,23,0,0,0,0
LA-2076,Gujarat,Gandhinagar,Power Transmission,Compensation Disbursement,7,94,291,291,88.31,100.0,0,0,0,2,0,17,0,0,0,0
LA-2077,Gujarat,Vadodara,Railway Expansion,Ownership Verification,4,551,209,117,133.54,66.2,0,1,57,1,0,7,0,1,1,53
LA-2078,Maharashtra,Aurangabad,Power Transmission,Land Identification,1,353,209,0,35.32,100.0,0,1,27,1,0,10,21,0,0,0
LA-2079,Uttar Pradesh,Meerut,Highway Construction,Project Initiation,0,48,452,251,120.88,86.6,0,0,16,1,0,3,0,0,0,0
LA-2080,Karnataka,Belagavi,Mining Development,Preliminary Notification,2,272,473,288,11.96,60.4,0,1,43,2,0,0,0,0,1,44
LA-2081,Gujarat,Ahmedabad,Urban Infrastructure,Survey and Verification,3,690,226,0,112.48,52.1,0,1,53,2,0,8,37,0,1,78
LA-2082,Karnataka,Bengaluru,Railway Expansion,Project Initiation,0,573,475,310,74.26,63.7,1,0,80,3,1,0,0,0,1,86
LA-2083,Madhya Pradesh,Bhopal,Defense Installation,Project Initiation,0,525,77,67,196.96,79.5,0,0,5,3,0,0,0,0,0,0
LA-2084,Uttar Pradesh,Meerut,Defense Installation,Project Initiation,0,519,125,86,165.15,93.3,0,1,53,2,0,3,0,0,1,56
LA-2085,Uttar Pradesh,Varanasi,Defense Installation,Preliminary Notification,2,340,278,255,56.69,68.6,0,0,19,1,0,13,18,0,0,0
LA-2086,Rajasthan,Udaipur,Urban Infrastructure,Project Initiation,0,776,70,14,232.66,83.3,1,0,46,3,0,0,0,0,1,65
LA-2087,Rajasthan,Bikaner,Dam / Irrigation,Survey and Verification,3,678,288,235,81.52,68.6,0,0,20,2,0,17,0,0,0,0
LA-2088,Rajasthan,Bikaner,Urban Infrastructure,Objection and Legal Review,5,173,177,67,229.1,100.0,0,0,10,0,0,0,0,0,0,0
LA-2089,Uttar Pradesh,Kanpur,Railway Expansion,Survey and Verification,3,294,62,21,208.4,77.3,0,0,20,2,0,0,1,0,0,0
LA-2090,Madhya Pradesh,Gwalior,Pipeline Project,Project Initiation,0,234,104,77,21.24,74.5,0,1,53,1,0,16,0,0,1,74
LA-2091,Odisha,Berhampur,Dam / Irrigation,Land Identification,1,467,105,78,2.91,87.0,0,0,25,3,0,0,0,0,0,0
LA-2092,Uttar Pradesh,Allahabad,Railway Expansion,Compensation Disbursement,7,350,450,189,95.69,65.0,1,1,110,2,0,47,71,4,1,167
LA-2093,Rajasthan,Ajmer,Defense Installation,Ownership Verification,4,632,23,12,28.49,100.0,0,1,47,3,1,20,0,1,1,55
LA-2094,Rajasthan,Ajmer,Highway Construction,R&R and Rehabilitation,8,574,92,39,184.16,100.0,0,0,19,4,1,13,0,0,0,0
LA-2095,Madhya Pradesh,Ujjain,Power Transmission,Objection and Legal Review,5,664,330,175,130.21,82.3,0,0,17,2,0,29,0,0,0,0
LA-2096,Madhya Pradesh,Sagar,Railway Expansion,Land Identification,1,892,158,64,152.3,72.5,0,1,78,1,0,27,4,0,1,67
LA-2097,Maharashtra,Aurangabad,Mining Development,Survey and Verification,3,336,272,167,26.65,84.2,0,0,8,3,0,25,0,0,0,0
LA-2098,Maharashtra,Pune,Mining Development,Survey and Verification,3,544,145,82,236.34,93.5,0,0,18,0,0,0,13,0,0,0
LA-2099,Odisha,Bhubaneswar,Dam / Irrigation,Survey and Verification,3,883,263,236,134.85,84.3,1,1,133,5,1,41,43,0,1,108
LA-2100,Odisha,Rourkela,Industrial Corridor,Preliminary Notification,2,159,73,32,30.76,80.3,1,0,51,5,1,74,11,0,1,78
LA-2101,Madhya Pradesh,Gwalior,Mining Development,Survey and Verification,3,846,412,292,196.86,83.6,0,1,24,5,1,9,16,0,1,44
LA-2102,Rajasthan,Kota,Railway Expansion,Project Initiation,0,252,169,45,243.87,74.1,0,0,19,5,1,1,0,0,0,0
LA-2103,Gujarat,Ahmedabad,Urban Infrastructure,Compensation Assessment,6,678,182,172,197.57,76.9,0,0,27,3,1,0,1,0,1,26
LA-2104,Rajasthan,Kota,Highway Construction,Compensation Assessment,6,705,198,155,201.91,96.3,1,1,143,0,0,0,61,3,1,223
LA-2105,Maharashtra,Nashik,Railway Expansion,Ownership Verification,4,668,196,133,167.49,100.0,0,0,26,3,1,20,0,0,0,0
LA-2106,Madhya Pradesh,Bhopal,Dam / Irrigation,Ownership Verification,4,532,308,93,79.59,84.3,1,1,90,1,0,0,22,1,1,121
LA-2107,Odisha,Bhubaneswar,Defense Installation,Project Initiation,0,537,93,80,126.66,59.3,0,0,29,1,0,0,0,0,0,0
LA-2108,Madhya Pradesh,Ujjain,Pipeline Project,Preliminary Notification,2,813,459,217,49.54,67.5,1,1,114,2,0,74,20,0,1,110
LA-2109,Madhya Pradesh,Bhopal,Railway Expansion,R&R and Rehabilitation,8,805,497,459,128.24,56.7,0,1,58,2,0,18,113,3,1,54
LA-2110,Odisha,Sambalpur,Pipeline Project,Survey and Verification,3,44,16,10,33.74,85.8,0,0,30,3,0,11,0,0,0,0
LA-2111,Uttar Pradesh,Agra,Highway Construction,Compensation Disbursement,7,298,142,85,14.62,100.0,0,0,20,2,1,11,19,0,0,0
LA-2112,Karnataka,Mangaluru,Power Transmission,Compensation Disbursement,7,132,55,55,36.48,72.3,0,0,1,2,0,19,0,0,0,0
LA-2113,Uttar Pradesh,Meerut,Pipeline Project,Survey and Verification,3,58,95,0,210.57,57.0,0,0,18,1,0,0,0,0,1,20
LA-2114,Maharashtra,Aurangabad,Industrial Corridor,Land Identification,1,206,11,4,37.75,70.9,1,0,65,3,0,55,5,0,1,72
LA-2115,Maharashtra,Pune,Highway Construction,Compensation Assessment,6,62,248,134,24.4,56.1,0,1,56,3,0,6,0,2,1,81
LA-2116,Madhya Pradesh,Bhopal,Highway Construction,Compensation Disbursement,7,847,421,301,95.48,100.0,0,0,1,4,1,0,5,0,0,0
LA-2117,Maharashtra,Kolhapur,Defense Installation,Land Identification,1,537,247,176,208.64,87.5,1,1,142,0,0,59,11,0,1,115
LA-2118,Rajasthan,Jodhpur,Power Transmission,Land Identification,1,330,472,472,146.04,100.0,1,1,83,4,1,53,0,0,1,127
LA-2119,Gujarat,Surat,Defense Installation,Preliminary Notification,2,661,373,311,139.52,53.2,0,1,31,2,0,7,0,0,1,39
LA-2120,Uttar Pradesh,Allahabad,Urban Infrastructure,Compensation Assessment,6,628,135,8,120.0,73.5,1,1,110,3,0,42,25,3,1,172
LA-2121,Gujarat,Surat,Industrial Corridor,R&R and Rehabilitation,8,504,322,208,211.67,77.4,0,1,45,2,0,14,57,3,1,64
LA-2122,Maharashtra,Nagpur,Mining Development,Ownership Verification,4,873,488,448,237.67,87.0,0,1,41,3,0,7,0,1,1,59
LA-2123,Madhya Pradesh,Jabalpur,Urban Infrastructure,Preliminary Notification,2,310,188,115,52.43,72.7,0,0,23,0,0,15,2,0,0,0
LA-2124,Rajasthan,Jaipur,Highway Construction,Project Initiation,0,51,67,42,63.4,100.0,1,1,93,0,0,29,0,0,1,135
LA-2125,Odisha,Bhubaneswar,Defense Installation,Compensation Disbursement,7,611,158,133,136.06,82.5,1,0,111,2,0,0,0,3,1,103
LA-2126,Gujarat,Rajkot,Power Transmission,Survey and Verification,3,427,460,460,238.3,82.2,0,0,21,0,0,7,3,0,0,0
LA-2127,Maharashtra,Nashik,Mining Development,Preliminary Notification,2,117,330,186,3.5,71.0,0,0,24,1,1,18,16,0,1,18
LA-2128,Rajasthan,Udaipur,Defense Installation,Compensation Assessment,6,450,419,389,227.61,94.1,1,1,95,0,0,62,37,3,1,154
LA-2129,Rajasthan,Ajmer,Pipeline Project,Project Initiation,0,640,459,372,81.53,90.0,0,0,12,5,1,0,0,0,0,0
LA-2130,Rajasthan,Kota,Industrial Corridor,Preliminary Notification,2,838,400,178,175.45,100.0,1,1,51,0,0,24,1,0,1,93
LA-2131,Maharashtra,Kolhapur,Dam / Irrigation,Land Identification,1,835,117,61,14.32,94.5,0,0,27,1,0,28,1,0,0,0
LA-2132,Maharashtra,Pune,Mining Development,Preliminary Notification,2,278,184,107,22.85,83.8,0,0,23,4,1,0,6,0,0,0
LA-2133,Madhya Pradesh,Sagar,Urban Infrastructure,Ownership Verification,4,41,340,225,44.84,89.2,0,0,26,2,0,24,0,0,0,0
LA-2134,Rajasthan,Bikaner,Power Transmission,Survey and Verification,3,422,137,74,59.1,97.3,1,0,66,1,0,71,30,0,1,72
LA-2135,Gujarat,Gandhinagar,Dam / Irrigation,Project Initiation,0,197,438,181,104.87,100.0,1,0,89,3,0,0,0,0,1,45
LA-2136,Odisha,Sambalpur,Dam / Irrigation,Ownership Verification,4,163,247,118,40.33,80.8,0,0,17,2,0,14,7,0,0,0
LA-2137,Maharashtra,Kolhapur,Industrial Corridor,Preliminary Notification,2,400,447,255,13.89,100.0,0,0,9,2,0,4,1,0,0,0
LA-2138,Karnataka,Mangaluru,Defense Installation,Ownership Verification,4,590,342,176,172.89,87.0,0,1,60,3,0,5,33,1,1,32
LA-2139,Odisha,Bhubaneswar,Railway Expansion,Survey and Verification,3,716,177,64,125.36,76.8,0,1,57,1,0,13,0,0,1,58
LA-2140,Maharashtra,Thane,Mining Development,Project Initiation,0,313,27,18,219.6,81.8,0,0,8,1,1,27,0,0,0,0
LA-2141,Uttar Pradesh,Agra,Power Transmission,Survey and Verification,3,114,56,28,126.56,85.7,1,0,110,1,0,23,4,0,1,77
LA-2142,Maharashtra,Kolhapur,Industrial Corridor,Land Identification,1,137,112,59,74.8,81.0,0,0,30,0,0,1,0,0,0,0
LA-2143,Rajasthan,Jaipur,Pipeline Project,Compensation Assessment,6,795,374,216,127.08,69.2,0,1,22,0,0,28,45,2,1,82
LA-2144,Karnataka,Mangaluru,Mining Development,Project Initiation,0,366,477,47,42.03,100.0,1,0,97,3,0,60,0,0,1,79
LA-2145,Madhya Pradesh,Sagar,Highway Construction,Project Initiation,0,512,403,345,154.08,95.1,0,0,3,0,0,0,0,0,0,0
LA-2146,Rajasthan,Bikaner,Defense Installation,Project Initiation,0,287,291,291,2.24,80.4,0,0,26,3,0,7,0,0,0,0
LA-2147,Odisha,Rourkela,Mining Development,Ownership Verification,4,45,104,67,219.15,68.8,0,0,0,2,0,5,0,0,0,0
LA-2148,Rajasthan,Jodhpur,Railway Expansion,Compensation Assessment,6,430,15,5,170.82,54.7,0,0,14,3,0,8,0,0,0,0
LA-2149,Maharashtra,Nagpur,Railway Expansion,Project Initiation,0,281,434,85,101.94,36.8,0,0,2,0,0,0,0,0,0,0
LA-2150,Maharashtra,Nashik,Pipeline Project,Preliminary Notification,2,39,322,70,134.78,91.6,1,1,121,0,0,0,31,0,1,155
LA-2151,Uttar Pradesh,Meerut,Railway Expansion,Land Identification,1,255,198,62,201.98,97.1,1,1,84,0,0,20,8,0,1,102
LA-2152,Odisha,Cuttack,Industrial Corridor,Project Initiation,0,713,424,412,228.06,64.6,0,0,2,0,0,2,0,0,0,0
LA-2153,Gujarat,Vadodara,Dam / Irrigation,Land Identification,1,532,399,355,123.42,49.3,0,0,17,4,1,10,0,0,1,20
LA-2154,Madhya Pradesh,Gwalior,Pipeline Project,Preliminary Notification,2,548,227,122,189.72,73.0,1,1,116,4,1,0,14,0,1,83
LA-2155,Odisha,Sambalpur,Pipeline Project,Compensation Disbursement,7,174,55,18,57.45,88.4,1,1,110,1,1,51,33,4,1,130
LA-2156,Odisha,Bhubaneswar,Power Transmission,Preliminary Notification,2,545,80,80,223.43,99.9,0,0,5,3,0,18,0,0,0,0
LA-2157,Uttar Pradesh,Lucknow,Pipeline Project,Preliminary Notification,2,456,487,195,84.9,100.0,1,0,67,1,0,0,48,0,1,26
